60_grad,,50_grad,,30_grad,,20_grad,
X,Y,X,Y,X,Y,X,Y
0.820583661306156,1.58319318376101,1.70849949175072,20.884075430289,1.20111901721097,1.51063347606731,2.27930252560794,4.42753372535458
1.20904683712565,11.4966632474147,1.97487424088409,39.7537456996658,4.46738082206062,61.27806470338,3.32577475434618,10.9579074177889
1.4125275482692,27.6925946688826,2.04146792816744,55.4406362194206,5.03818385591784,77.5550211317726,4.24540186444948,18.4170453687027
1.23283029686971,19.7739119025752,2.55413361598364,90.5655813854863,5.60898688977507,93.3012551267481,5.03818385591784,27.0879304381016
1.62695620119969,41.967853351577,2.82292446261482,120.363434678372,6.17978992363229,109.580543831459,5.7856640193023,35.903934922888
1.70849949175072,57.1668316654541,3.26235219502871,144.222103135318,6.75059295748951,126.061185725021,6.37005760158469,43.9145266522741
1.86071363411265,67.7721585419674,3.52963298072376,163.829291005039,7.43767068342876,143.133880281121,6.94086063544192,51.7945109078115
2.08903484765554,101.584982327238,3.8965777882034,183.28306692135,8.34672736697915,159.2586628781,7.51166366929914,60.3928362695166
2.34272508492541,139.323286298739,4.48640758985587,199.023962594974,9.17122063810624,174.492112811839,8.08246670315636,68.6646429466001
2.18416868663174,129.397118286239,5.03818385591784,214.803522227126,10.0327104021685,188.388160641229,8.62155845735484,76.065733131359
2.61227096202466,158.18518231372,5.89438840670368,234.137056342116,11.2218833893711,204.574158293191,9.21048222244563,84.9750286688943
2.62812660185402,182.401984756498,6.75059295748951,249.708369613187,12.6488909740141,219.489065351447,9.80846635315319,93.3712234163099
2.50762373915083,169.90720309164,9.20028931112675,277.691020885268,14.2661662366096,233.701698095954,10.4336315807111,102.420455532969
2.91352811878263,192.850582664393,10.8624888865721,291.894583666313,16.0737091771575,247.48804255776,10.9364818724425,110.676713701261
2.9769506781001,204.115477283842,13.1879827282126,304.084614558857,18.0715197956577,261.49866247971,11.5072849062997,118.404322570641
3.23064091536998,218.509509297582,17.1915317851278,317.852819093739,20.1644642531342,274.618776898146,12.0780879401569,126.371378475411
3.5568140775741,226.59084674197,19.0228581854198,322.326125073057,22.2574087106107,285.482944041014,12.6624815224393,134.437944836447
3.56360935178669,235.896629253689,0.105820105820106,1.21065375302669,23.9969989090327,293.014076299302,13.4099616858238,142.8388041365
4.06306200641176,244.810589343861,1.05820105820106,4.84261501210654,42.8538848489587,334.342012667136,14.2027436772921,151.78178810975
4.50815246733614,254.951326777684,1.48148148148148,12.1065375302663,68.0167852581646,357.198320590656,15.0906595077367,160.343833617608
4.88868782324095,262.974357314104,2.01058201058201,48.4261501210654,71.6001598596016,359.592790944548,15.959548570386,168.797039563926
5.41871921182266,271.4055362063,2.32804232804233,61.5012106537531,78.5766413845232,364.055212967712,17.0250475669195,176.851167117928
5.98952224567988,280.684108827634,2.32804232804233,76.0290556900727,91.4197096463106,370.259067975525,18.1234109805538,184.915189177525
6.57391582796227,288.722687872845,2.43386243386243,83.2929782082325,92.6564495530013,370.912105344768,19.1612346784761,192.454802440609
7.32139599134673,296.955623277949,2.64550264550265,99.2736077481841,0.317460317460318,1.21065375302669,20.2595980921104,199.163277233746
8.08246670315636,305.200220064648,2.85714285714286,110.89588377724,2.22222222222222,9.9273607748184,21.4012041598248,205.69365092618
8.84353741496599,312.546890468636,2.85714285714286,126.876513317191,2.43386243386243,17.1912832929783,22.5341616967233,212.105290551479
9.68071519795658,320.171101754553,3.17460317460317,137.046004842615,2.96296296296297,25.90799031477,23.6315641624892,218.101360941805
10.7462141944901,326.505564236215,3.28042328042328,153.753026634383,3.38624338624339,33.1719128329298,24.3503531680872,220.713510418779
11.8878202622045,332.219641217095,3.5978835978836,173.365617433414,3.80952380952381,42.6150121065376,28.3459744050877,240.957668865325
13.0430168783441,338.073654777098,4.12698412698413,190.799031476998,4.12698412698413,52.0581113801453,35.3858784893268,264.467014158089
14.1710323976334,342.069621536516,4.76190476190476,208.232445520581,4.86772486772487,68.7651331719129,39.1912320483749,276.22168680447
15.3126384653478,345.008289698112,5.60846560846561,225.665859564165,5.29100529100529,84.7457627118644,44.0430578361613,287.976359450852
16.4542445330623,347.402760052004,6.24338624338624,241.646489104116,5.82010582010582,101.452784503632,48.7046159459953,295.15977051253
17.5958506007767,349.470711721275,7.1957671957672,257.627118644068,6.34920634920635,117.433414043584,87.5192222482863,332.382900559406
18.7374566684911,351.429823829006,8.46560846560847,271.428571428571,6.98412698412698,134.866828087167,0.423280423280422,1.21065375302669
19.4985273803008,351.974021636708,10.0529100529101,285.230024213075,7.72486772486772,153.026634382567,1.37566137566138,2.66343825665859
2.32804232804233,148.668280871671,12.2751322751323,299.031476997579,8.46560846560847,166.82808716707,25.1851851851852,226.392251815981
3.06878306878307,211.138014527845,14.1798941798942,308.474576271186,9.41798941798942,182.082324455206,26.5608465608466,232.929782082324
2.11640211640212,118.886198547216,18.0952380952381,320.823244552058,10.5820105820106,195.883777239709,30.0529100529101,245.278450363196
1.90476190476191,88.3777239709443,1.90476190476191,30.2663438256659,11.957671957672,212.590799031477,32.0634920634921,253.268765133172
1.7989417989418,76.7554479418886,2.22222222222222,68.0387409200969,13.4391534391534,227.118644067797,34.0740740740741,259.806295399516
1.58730158730159,49.8789346246974,2.75132275132275,104.358353510896,15.026455026455,240.193704600484,36.9312169312169,269.249394673123
1.48148148148148,35.3510895883777,5.29100529100529,220.581113801453,17.1428571428571,256.900726392252,40.952380952381,280.145278450363
0.105820105820106,1.21065375302669,7.93650793650794,264.891041162228,18.9417989417989,267.070217917676,42.7513227513227,283.777239709443
,,15.1322751322751,312.106537530266,21.2698412698413,280.145278450363,45.8201058201058,289.588377723971
,,16.2962962962963,315.738498789346,23.2804232804233,290.314769975787,47.5132275132275,291.767554479419
,,11.6402116402116,296.125907990315,25.2910052910053,300.484261501211,51.2169312169312,298.305084745763
,,,,27.7248677248677,307.74818401937,53.7566137566138,302.663438256659
,,,,29.7354497354497,313.559322033898,52.6984126984127,301.937046004843
,,,,30.8994708994709,316.464891041162,55.2380952380952,306.295399515738
,,,,32.3809523809524,318.64406779661,57.3544973544974,307.74818401937
,,,,34.6031746031746,324.455205811138,59.7883597883598,311.38014527845
,,,,37.2486772486773,327.360774818402,63.0687830687831,314.285714285714
,,,,39.1534391534392,330.992736077482,65.8201058201058,317.917675544794
,,,,40.6349206349206,331.719128329298,67.8306878306878,319.370460048426
,,,,44.5502645502646,336.80387409201,69.6296296296296,320.823244552058
,,,,46.7724867724868,339.709443099274,71.5343915343915,323.002421307506
,,,,48.5714285714286,341.888619854722,73.968253968254,325.181598062954
,,,,50.0529100529101,343.341404358354,75.8730158730159,325.90799031477
,,,,52.9100529100529,345.520581113801,78.4126984126984,326.634382566586
,,,,56.7195767195767,348.426150121065,80.3174603174603,328.813559322034
,,,,59.5767195767196,351.331719128329,82.3280423280423,329.53995157385
,,,,61.9047619047619,352.784503631961,84.1269841269841,330.992736077482
,,,,64.3386243386243,354.963680387409,86.031746031746,330.992736077482
,,,,66.1375661375661,355.690072639225,89.8412698412698,333.898305084746
,,,,69.7354497354497,358.595641646489,92.4867724867725,335.351089588378
,,,,73.1216931216931,360.774818401937,94.7089947089947,335.351089588378
,,,,74.7089947089947,362.227602905569,96.9312169312169,337.530266343826
,,,,76.4021164021164,362.227602905569,98.5185185185185,337.530266343826
,,,,77.7777777777778,363.680387409201,100,338.983050847458
,,,,80,365.133171912833,,
,,,,81.5873015873016,365.859564164649,,
,,,,83.4920634920635,367.312348668281,,
,,,,84.7619047619048,368.038740920097,,
,,,,86.4550264550265,367.312348668281,,
,,,,87.8306878306878,368.038740920097,,
,,,,89.5238095238095,368.765133171913,,
,,,,90.5820105820106,370.217917675545,,
,,,,94.1798941798942,371.670702179177,,
,,,,95.4497354497354,371.670702179177,,
,,,,96.9312169312169,373.123486682809,,
,,,,98.0952380952381,372.397094430993,,
,,,,24.8677248677249,297.578692493947,,
,,,,26.5608465608466,304.116222760291,,
,,,,28.8888888888889,310.653753026634,,
,,,,33.2275132275132,321.549636803874,,
,,,,35.978835978836,326.634382566586,,
,,,,42.010582010582,333.898305084746,,
,,,,45.6084656084656,337.530266343826,,
,,,,51.4285714285714,344.067796610169,,
,,,,54.6031746031746,345.520581113801,,
,,,,58.5185185185185,350.605326876513,,
,,,,61.0582010582011,352.784503631961,,
,,,,99.5767195767196,373.123486682809,,
